region;nr;ausfuehrung;ort;seit;anmerkung;lage
Sachsen-Anhalt;;Stendal;;[4];⊙Kaffeekult, Am Markt 1;
Sachsen-Anhalt;;Stendal;;[4];⊙Winckelmannmuseum, Winckelmannstraße 36;
Sachsen-Anhalt;;Stendal;;[4];⊙Tiergarten, Stadtsee;
Sachsen-Anhalt;;Stendal;;[4];⊙Wandelhalle, Markt 14;
Sachsen-Anhalt;;Stendal;2014;finanziert von der Kaschade-Stiftung[4];⊙Osterburgerstraße 25;
Sachsen-Anhalt;;Stendal;;[4];⊙Volksbank, Birkenhagen;
Sachsen-Anhalt;;Sülzetal-Osterweddingen;;;⊙Bibliothek Sülzetal OT Osterweddingen Telefonzelle gegenüber Rusches Hof;
Sachsen-Anhalt;;Sülzetal-Sülldorf;;;⊙beim Kindergarten;
Sachsen-Anhalt;;Süplingen;Aug. 2024;Öffentlich zugänglich;⊙Straßenkreuzung Dorfmitte;
Sachsen-Anhalt;;Tangermünde;Mai 2021;finanziert von der Kaschade-Stiftung, mit Beleuchtung durch Bewegungsmelder[12];⊙nebenSt. Stephan;
Sachsen-Anhalt;;Tangermünde;;öffentlich zugänglich, auf einem Privaten Grundstück;⊙in der Gasse „Langer Hals“;
Sachsen-Anhalt;;Thale;;im Hbf Thale, durchgehend geöffnet.;⊙Bahnhofstraße 1;
Sachsen-Anhalt;;Vockerode;;24/7, vermutlich private Initiative;⊙Kapenweg 35;
Sachsen-Anhalt;;Weißenfels, OrtsteilLeißling;;innerhalb des EKZ, im Mittelgang, öffentlich zugänglich zu den Öffnungszeiten des Einkaufszentrums;⊙EKZ „Schöne Aussicht“, Leißling;
Sachsen-Anhalt;;Werben;;[4];⊙Marktplatz 1;
Sachsen-Anhalt;;Westerhausen;;Im stillgelegten Hauseingang eines unbewohnten Hauses. Durchgehend geöffnet.;⊙Oberdorf 9;
Sachsen-Anhalt;;Westerhausen;;;Koordinaten fehlen! Hilf mit.;
Sachsen-Anhalt;;Wernigerode;;Bücherschrank REWE-Wernigerode (ehem. Realmarkt) im separaten Pausenbereich neben dem Lottogeschäft;⊙Dornbergsweg 43;
Sachsen-Anhalt;;Wernigerode;;an einem Gartenzaun, durchgehend geöffnet;⊙Schöne Ecke 22;
Sachsen-Anhalt;;Wernigerode;;im hinteren Bereich des Cafés im E-Center;⊙Halberstädter Str. 13;
Sachsen-Anhalt;;Wernigerode;;Während der Öffnungszeiten des Bürgerparks von April bis November nutzbar;⊙Kurtsstraße 1 (Bürgerpark);
Sachsen-Anhalt;;Wettin-Löbejün, OT Mücheln;;öffentlich zugänglich, vor einem Privathaus;⊙Döblitzer Weg 2, am Ortsausgang;
Sachsen-Anhalt;;Wippra;;alter Umspannturm;⊙gegenüber der Marienapotheke;
Sachsen-Anhalt;;Wörlitz;2014;;⊙Erdmannsdorffstraße, Ecke Grabengasse;
Sachsen-Anhalt;;Wolmirstedt;;im Eingangsbereich während der Öffnungszeiten;⊙Edeka Center Wolmirstedt, Rogätzer Straße 22;
Sachsen-Anhalt;;Zeitz;2018;;⊙Käthe-Niederkirchner-Straße 38, am Fußgängerüberweg vor dem Haus Zeitzblick;
Sachsen-Anhalt;;Zerbst;;im Eingang zwischen Geldautomat und Kleingeldwechsler, während der Öffnungszeiten des E-Centers (8–20 Uhr);⊙Edeka Center Becker, Coswiger Str. 1;
Sachsen-Anhalt;;Zerbst, OrtsteilReuden/Anhalt;;auf der Grünfläche gegenüber dem Friedhof[13];⊙Grünfläche;
Sachsen-Anhalt;;Zscherndorf;Dez. 2021;Ergänzt das bestehende (private) Angebot von Bücherkisten in der Delitzscher Straße und in der Lessingstraße – vom Ortschaftsrat initiiert[14];⊙bei der Grundschule, nahe Lindenplatz;
Sachsen-Anhalt;;Zschornewitz;;öffentlich zugänglich, vor einem Privathaus;⊙Goethehain;
Schleswig-Holstein;Der Bücherschrank in der Kirschplantage;AhrensburgKreis Stormarn;1. Nov. 2021;immer geöffnet 24/7/356Betrieben vom Verein nachhaltig 365 e. V.;53° 39′ 59″ N, 10° 13′ 59″ OBeim Spielplatz Kirschplantage NordBogenstraße – Zugang über den kleinen Fußweg;
Schleswig-Holstein;Bücher Telefonzelle der Kreuzkirche Ahrensburg;AhrensburgKreis Stormarn;Apr. 2023;immer geöffnet 24/7/356Betrieben von der Kreuzkirche Ahrensburg;53° 39′ 50″ N, 10° 14′ 16″ OAuf dem Parkplatz der Kreuzkirche Ahrensburg (Hagener Allee 65–67);
Schleswig-Holstein;;AlbersdorfKreis Dithmarschen;;Mo–So 09:00–21:00;54° 8′ 46″ N, 9° 17′ 32″ OamArchäologisch-Ökologischen Zentrum Albersdorf;
Schleswig-Holstein;;Ascheberg, Kreis Plön;12. Okt. 2023;immer geöffnet;54° 9′ 3″ N, 10° 20′ 32″ Ogegenüber dem Rathaus;
Schleswig-Holstein;;Bad OldesloeKreis Stormarn;7. Apr. 2013;geöffnet von Montag bis Sonnabend von 9 bis 18 Uhr, betreut vomFreundeskreis Stormarn liest[1][2][3];53° 48′ 37″ N, 10° 22′ 31″ OMühlenstraße gegenüber dem Bürgerhaus[4];
Schleswig-Holstein;;Bad SchwartauOrtsteilCleverbrückKreis Ostholstein;Nov. 2020;"betrieben von der Kirchengemeinde St. Martin, auf dem Vorplatz der Kirche; ebenerdig zugänglich vom Barner Weg/Stinkbüdelsgang, von der Schmiedekoppel nur über Treppen bzw. Rampen zu erreichen; initiiert und gebaut von einem Gemeindemitglied[5]";53° 54′ 26″ N, 10° 40′ 20″ OSchmiedekoppel 114;
Schleswig-Holstein;;BargteheideKreis Stormarn;;Rund um die Uhr geöffnet;53° 43′ 13″ N, 10° 15′ 29″ OVor dem Eingang der Kita Fischteiche, Zu den Fischteichen 49;
Schleswig-Holstein;Bild gesuchtDie Wikipedia wünscht sich an dieser Stelle ein Bild vom hier behandelten Ort.Weitere Infos zum Motiv findest du vielleicht auf derDiskussionsseite.Falls du dabei helfen möchtest, erklärt dieAnleitung, wie das geht.BW;BarnitzKreis Stormarn;25. Nov. 2012;Bücherregal im Infopoint, 2012 initiiert von Oliver Henkel, betreut vom Förderverein Lokfelder Brücke e. V.;53° 48′ 29″ N, 10° 30′ 19″ OTreffpunkt Lokfelder Brücke, Lokfeld 2 (Privatgrundstück, Infopoint im Flur zum Saal, die Tür ist unverschlossen);
Schleswig-Holstein;Bild gesuchtDie Wikipedia wünscht sich an dieser Stelle ein Bild vom hier behandelten Ort.Weitere Infos zum Motiv findest du vielleicht auf derDiskussionsseite.Falls du dabei helfen möchtest, erklärt dieAnleitung, wie das geht.BW;BarsbekKreis Plön;;Bücherregal in Telefonzelle;54° 24′ 16″ N, 10° 19′ 9″ OVor dem ehemaligen Feuerwehrhaus, Neddelsthörn 6;
Schleswig-Holstein;;BarsbüttelKreis Stormarn;16. Sep. 2015;Der Barsbütteler KinderbuchautorinKirsten Boiegewidmet[6];53° 34′ 19″ N, 10° 9′ 46″ OSoltausredder 20am Fußweg zwischen Bürgerhaus und Schule;
Schleswig-Holstein;;BehlendorfKreis Herzogtum Lauenburg;;;53° 41′ 56″ N, 10° 40′ 10″ OBushaltestelle „Am Brink“, gegenüber Brinkhuus;
Schleswig-Holstein;;BerkenthinKreis Herzogtum Lauenburg;Dez. 2018;„Lütt Bökerstuv“, initiiert von der Fraktion der Berkenthiner Wähler-Initiative (BWI)[7];53° 44′ 3″ N, 10° 38′ 45″ OEcke Am Schart/Oldesloer Straße, auf dem Grundstück der Gemeinde- und Amtsverwaltung Berkenthin und der Freiwilligen Feuerwehr, Nähe Kanalbrücke und -schleuse;
Schleswig-Holstein;;Bistensee,Kreis Rendsburg-Eckernförde;;;54° 23′ 55″ N, 9° 41′ 52″ ODorfstraße, Im Eingangsbereich der Badestelle Bistensee;
Schleswig-Holstein;;Bokel (bei Rendsburg)Kreis Rendsburg-Eckernförde;;;54° 13′ 3″ N, 9° 47′ 30″ OKreuzung K45/Lindenstraße;
Schleswig-Holstein;;Braak (Bosau)Kreis Ostholstein;1. Juni 2014;erste Bücherzelle im Kreis Ostholstein;54° 6′ 14″ N, 10° 35′ 7″ OWilhelm-Wisser-Straße an der Bushaltestelle;
Schleswig-Holstein;;BrodersdorfKreis Plön;;;54° 23′ 10″ N, 10° 14′ 57″ ODorfstraße/Lutterbeker Weg;
Schleswig-Holstein;;BünsdorfKreis Rendsburg-Eckernförde;;;54° 22′ 14″ N, 9° 44′ 41″ Oam Gemeindehaus, vor der Badestelle;
Schleswig-Holstein;;ChristiansholmKreis Rendsburg-Eckernförde;;;54° 19′ 17″ N, 9° 24′ 8″ Oan derBundesstraße 202;
Schleswig-Holstein;;DätgenKreis Rendsburg-Eckernförde;;;54° 10′ 49″ N, 9° 55′ 41″ ODorfstr. 42, vor dem Kindergarten;
Schleswig-Holstein;;DersauKreis Plön;Apr. 2014;Auslöser der privaten Initiative war die Streichung des jährlichen Zuschusses der Gemeinde zum Bücherbus[8];54° 7′ 0″ N, 10° 20′ 20″ ODorfstraße 86 (Privatgrundstück);
Schleswig-Holstein;;EckernfördeKreis Rendsburg-Eckernförde;;;54° 28′ 22″ N, 9° 50′ 7″ OLangebrückstrasse 10/Ochsenkopf;
Schleswig-Holstein;;EckernfördeKreis Rendsburg-Eckernförde;;;54° 27′ 52″ N, 9° 50′ 27″ OKurpark, Preußerstraße;
Schleswig-Holstein;;EinhausKreis Herzogtum Lauenburg;22. Juni 2013;verschließbar, beleuchtet, Öffnungszeiten nicht genannt[9][10];53° 42′ 48″ N, 10° 43′ 41″ OHauptstraße 26a, vor dem Gemeindehaus;
Schleswig-Holstein;Bild gesuchtDie Wikipedia wünscht sich an dieser Stelle ein Bild vom hier behandelten Ort.Weitere Infos zum Motiv findest du vielleicht auf derDiskussionsseite.Falls du dabei helfen möchtest, erklärt dieAnleitung, wie das geht.BW;ElmshornKreis Pinneberg;5. Sep. 2015;ohne Beleuchtung;53° 45′ 14″ N, 9° 39′ 41″ OJulius-Leber-Straße 4, auf dem Parkplatz von Holz Junge;
Schleswig-Holstein;;EutinKreis Ostholstein;24. Jan. 2024;"immer geöffnet, 24/7/365; initiiert von Eutin Tourismus GmbH[11]";54° 8′ 12″ N, 10° 37′ 0″ OMarkt 10;
Schleswig-Holstein;;FehmarnKreis Ostholstein;1. Juli 2018;Büchertauschbörse, initiiert vom Tourismus-Service Fehmarn[12];54° 24′ 37″ N, 11° 12′ 17″ OSüdstrandpromenade;
Schleswig-Holstein;;Flensburg;;Flensburger Innenstadtam Holmhof;54° 47′ 2″ N, 9° 26′ 11″ OHolm45;
Schleswig-Holstein;;Flensburg-Fruerlund;2013;"24 h geöffnet; initiiert vom Wohnprojekt„Mittendrin“derMürwiker Werkstätten; unterstützt von der WohnungsbaugenossenschaftSelbsthilfe-Bauverein, derStiftung Die Mürwikerund demLions Club Flensburg-Alexandra[13]";54° 48′ 3″ N, 9° 27′ 32″ OEiderstraße 2/Ecke Travestraße;
Schleswig-Holstein;;Flensburg-Mürwik;2. Okt. 2013;erster öffentlicher Bücherschrank Flensburgs, gebaut von Mitarbeitern desAusbildungsverbunds Flensburg, unterstützt vomSelbsthilfe-Bauverein, finanziert vomLions-Club Flensburg-Alexandraund demKulturbüro Flensburg[14];54° 48′ 55″ N, 9° 28′ 30″ OMarrensdamm beimTwedter Plack[14];
Schleswig-Holstein;Bild gesuchtDie Wikipedia wünscht sich an dieser Stelle ein Bild vom hier behandelten Ort.Weitere Infos zum Motiv findest du vielleicht auf derDiskussionsseite.Falls du dabei helfen möchtest, erklärt dieAnleitung, wie das geht.BW;Flensburg-Neustadt;2013;Bücherbox, initiiert vom VereinFlensburger Nordenund denMürwiker Werkstätten[13][15]nach einem Unfall im Dezember 2016 wieder aufgebaut[16];54° 48′ 0″ N, 9° 25′ 23″ ONeustadt/Ecke Apenrader Straße;
Schleswig-Holstein;;GettorfKreis Rendsburg-Eckernförde;;;54° 23′ 55″ N, 9° 58′ 21″ OHüttenkoppel 6;
Schleswig-Holstein;;Glücksburg-DreiKreis Schleswig-Flensburg;;zu den Öffnungszeiten des Strandcafés;54° 51′ 26″ N, 9° 35′ 28″ OIm Strandcafé Holnis;
Schleswig-Holstein;;Groß GrönauKreis Herzogtum Lauenburg;Okt. 2018;Schenkung des FDP-Ortsverbands an die Gemeinde Groß Grönau[17];53° 49′ 16″ N, 10° 43′ 34″ OGrünanlage Ecke Berliner Straße/St. Hubertus;
Schleswig-Holstein;;GroßenbrodeKreis Ostholstein;Juli 2024;„Literaturoase am MEERHOTEL“ in Großenbrode;54° 22′ 30″ N, 11° 5′ 6″ ONordlandstraße 4, 23775 Großenbrode – im Garten des MEERHOTELs Großenbrode;
Schleswig-Holstein;;HelgolandKreis Pinneberg;;zu den Öffnungszeiten des Flughafens;54° 11′ 13″ N, 7° 54′ 53″ Oim Gebäude desFlugplatzes Helgoland-Dünezwischen Restaurant und Dünen-Shop;
Schleswig-Holstein;Helgoländer Telefonbücher;HelgolandKreis Pinneberg;2018;spontane Buchspenden Helgoländer Bürger in der noch aktiven Telefonzelle an der Nicolaikirche;54° 10′ 59″ N, 7° 53′ 9″ O;
Schleswig-Holstein;Öffentlicher Bücherschrank der Gemeinde Hemdingen;HemdingenKreis Pinneberg;11. Jan. 2014;"Idee von Hemdinger Bürgern, umgesetzt am „Sprüttenhuus“ vom Sport-, Sozial- und Kulturausschuss im Januar 2014; barrierefreier Zugang[18][19]";53° 45′ 45″ N, 9° 50′ 8″ OSteindamm 6, am Sprüttenhuus;
Schleswig-Holstein;Bücherschrank Hohwacht;HohwachtKreis Plön;2016;private Initiative einer Anwohnerin, von einem weiteren Anwohner aus Ölfässern gebaut[20];54° 11′ 24″ N, 10° 23′ 39″ OKranichring, von der Straße nicht zu sehen: etwa Höhe Hausnr. 128–118, am Rande der Grünanlage beim bunt angemalten Verteilerkasten rechts hochgehen;
Schleswig-Holstein;;HochdonnKreis Dithmarschen;;;54° 1′ 8″ N, 9° 17′ 41″ OHauptstraße, kurz vor der Fähre;
Schleswig-Holstein;;HohenaspeKreis Steinburg;Mai 2020;Offene Bücherecke, Initiative des VereinsHohenaspe trifft sich[21];53° 59′ 22″ N, 9° 31′ 40″ Oam Dorfhaus;
Schleswig-Holstein;Bücherschrank Hohenlockstedt;HohenlockstedtKreis Steinburg;März 2021;Initiative eines Einwohners[22];53° 57′ 51″ N, 9° 37′ 12″ OMarktplatz;
Schleswig-Holstein;;HollenbekKreis Herzogtum Lauenburg;2014;an der Naturparkscheune, kleine Spende für Projekte des Geoparks ist erbeten[23];53° 35′ 32″ N, 10° 49′ 11″ ODomänenweg 1;
Schleswig-Holstein;;HusumKreis Nordfriesland;;KinderbücherschrankvomKinderschutzbundNordfriesland e. V. am Standort Max&Milla in der Bürgerschule, zugänglich zu den Öffnungszeiten der Schule[24];54° 28′ 45″ N, 9° 3′ 11″ OAsmussenstraße 1;
Schleswig-Holstein;;Husum;;DerKinderbücherschrankvomKinderschutzbundNordfriesland e. V. am Standort Max&Milla in der Klaus-Groth-Schule, geöffnet zu den Schulzeiten[24];54° 29′ 21″ N, 9° 3′ 49″ OKlaus-Groth-Schule, Richard-von-Hagn-Straße 40;
Schleswig-Holstein;;Husum;;Kinderbücherschrankam Standort der Geschäftsstelle desKinderschutzbundesNordfriesland e. V., zu den Bürozeiten zugänglich[24];54° 28′ 44″ N, 9° 3′ 38″ OOsterende 61a;
Schleswig-Holstein;;ItzehoeKreis Steinburg;;Initiative Itzehoer Gastwirte„De lütte Bökerstuuv“;53° 55′ 24″ N, 9° 31′ 5″ OKirchenstraße;
Schleswig-Holstein;;JersbekKreis Stormarn;Aug. 2020;Bücherschrank im Innenhof des Gemeindezentrums[25];53° 44′ 41″ N, 10° 12′ 48″ OInnenhof des Gemeindezentrums an der Langenreihe 1;
Schleswig-Holstein;;Jersbek, Ortsteil Klein HansdorfKreis Stormarn;2020;zwei blaue Bücherschränke im Bushaltehäuschen an der Dorfstraße im Ortsteil Klein Hansdorf[26];53° 43′ 13″ N, 10° 12′ 47″ Oim Bushaltehäuschen an der Dorfstraße;
Schleswig-Holstein;;KaltenkirchenKreis Segeberg;Aug. 2015;Initiative der Stadtbibliothek, inhaltlicher Schwerpunkt Belletristik[27][28];53° 50′ 5″ N, 9° 57′ 57″ OBahnhof derAKN Eisenbahn, Eingang Holstenplatz;
Schleswig-Holstein;;Kiel-Dietrichsdorf;Nov. 2019;vor den Räumen der Stadtteilbücherei Neumühlen-Dietrichsdorf;54° 20′ 9″ N, 10° 11′ 22″ OLanger Rehm 29;
Schleswig-Holstein;;Kiel-Vorstadt;;im Statt-Café, welches sich in der Stadtgalerie befindet. Öffnungszeiten: Mo–Sa 10–19 Uhr, So 11–17 Uhr;54° 19′ 9″ N, 10° 8′ 6″ OAndreas-Gayk-Straße 31;
Schleswig-Holstein;;Schützenpark (Kiel);Juli 2020;private Initiative;54° 19′ 14″ N, 10° 7′ 14″ OZastrowstraße 12 am Schützenpark;
Schleswig-Holstein;;Kiel-Wellingdorf;Juni 2021;betrieben von der StadtteilbüchereiNeumühlen-Dietrichsdorf[29];54° 19′ 34″ N, 10° 11′ 11″ OSchönberger Straße 5;
Schleswig-Holstein;Bökerschapp;KrummbekKreis Plön;;;54° 22′ 42″ N, 10° 24′ 2″ OAn der Bushaltestelle;
Schleswig-Holstein;;LaboeKreis Plön;;;54° 24′ 23″ N, 10° 13′ 39″ OVor dem Grundstück Katzbek 17A;
Schleswig-Holstein;;Lauenburg/Elbe(Unterstadt)Kreis Herzogtum Lauenburg;;Bücherbude Lauenburger Altstadt;53° 22′ 13″ N, 10° 33′ 13″ OElbstraße 64;
Schleswig-Holstein;;Lübeck;;Initiative eines Ver.di-Mitglieds, im Foyer des Gewerkschaftshauses, zugänglich zu dessen Öffnungszeiten[30];53° 51′ 58″ N, 10° 40′ 36″ OHolstentorplatz1–5;
Schleswig-Holstein;;Lübecker Altstadt(Engelshof);;;53° 52′ 18″ N, 10° 41′ 11″ OEngelsgrube38/42;
Schleswig-Holstein;;Lübeck-Buntekuh;Dez. 2020;Initiative des Anwohner-Vereins Buntekuh, finanziert von der Sparkassenstiftung derSparkasse zu Lübeck[31];53° 51′ 17″ N, 10° 38′ 49″ OKorvettenstraße, auf dem Platz vor dem Familienzentrum (Korvettenstr. 64 a);
Schleswig-Holstein;;Lübeck-Hochschulstadtteil;8. Apr. 2015;Initiative der AWO;53° 49′ 57″ N, 10° 41′ 39″ Oam Carlebach-Park, vor dem Awo-Servicehaus, Paul-Ehrlich-Straße 5;
Schleswig-Holstein;;Lübecker Altstadt;Sep. 2020;private Initiative;53° 51′ 50″ N, 10° 41′ 25″ OSt.-Annen-Straße, Chorseite derÄgidienkirche;
Schleswig-Holstein;;Lübeck-St. Gertrud;8. Juni 2015;Initiative des SPD-Ortsvereins[32];53° 51′ 51″ N, 10° 43′ 12″ OMarli, Kaufhof, vor dem Café Sachau;
Schleswig-Holstein;;Lübeck-St. Gertrud;;einfaches Holzregal, wetterseitig mit Plane verkleidet;53° 52′ 50″ N, 10° 42′ 31″ OHeiligen-Geist-Kamp (Bundesstraße 75), Höhe Zwinglistraße 26;
Schleswig-Holstein;;Lübeck-St. Gertrud;;offenes Holzregal vor demHeinrich-Gaedertz-Stiftam Rande desLübecker Stadtparks;53° 52′ 53″ N, 10° 42′ 10″ OEcke Curtiusstraße/Rathenaustraße;
Schleswig-Holstein;;Lübeck-St. Jürgen;Okt. 2013;private Initiative[33];53° 51′ 58″ N, 10° 42′ 12″ OPelzerstraße/EckeWakenitzufer;
Schleswig-Holstein;;Lübeck-St. Jürgen;Aug. 2016;private Initiative;53° 51′ 4″ N, 10° 41′ 16″ OSt.-Jürgen-Ring 34/Ecke Kronsforder Allee;
Schleswig-Holstein;;Lübeck-Altstadt;geschätzt 2024;;Koordinaten fehlen! Hilf mit.untereFleischhauerstraße, seitlich des Fußwegs parallel zurKanalstraßean der Ostseite derJohanneumssporthalle;
Schleswig-Holstein;;Lübeck-St. Jürgen;;Initiative des Vereins Gemeinschaftshaus Nachtigallensteg;53° 51′ 1″ N, 10° 42′ 45″ Ovor dem Gemeinschaftshaus Nachtigallensteg 25;
Schleswig-Holstein;;Lübeck-St. Jürgen;;;53° 51′ 23″ N, 10° 41′ 9″ OEcke Sophienstraße/Kastorpstraße, Nähe Gesundheitsamt und Kanal;
Schleswig-Holstein;;Lübeck-St. Lorenz;23. Okt. 2012;private Initiative[35];53° 51′ 29″ N, 10° 39′ 51″ Ovor dem Stadtteilhaus im Hansering 20b;
Schleswig-Holstein;;Lübeck-St. Lorenz Nord;Mai 2018;betrieben vom Lübecker Kinderschutzbund[36];53° 53′ 6″ N, 10° 40′ 56″ OSchwartauer Allee 221;
Schleswig-Holstein;;Lübeck-St.-Lorenz-Nord;;KulTürKabuff, ausgestattet mit Solarbeleuchtung und Musikanlage;53° 52′ 31″ N, 10° 40′ 36″ OSchwartauer Allee/Ecke Brockesstraße;
Schleswig-Holstein;;Lübeck-St. Lorenz Nord;Okt. 2021;initiiert von der Initiative Brolingplatz und dem AWO-Quartiersprojekt[37][38];53° 52′ 33″ N, 10° 40′ 17″ OBrolingplatz, am Quartiershäuschen;
Schleswig-Holstein;;Lübeck-Schlutup;;finanziert vom SPD-Ortsverein Schlutup aus dem Erlös des Herbstfests 2019, gebaut und unterhalten von Mitgliedern des AWO-Treffs Slut up Stuv;53° 53′ 16″ N, 10° 47′ 59″ OAm Schlutuper Markt/Mecklenburger Straße;
Schleswig-Holstein;;MeldorfKreis Dithmarschen;;;54° 5′ 21″ N, 9° 4′ 26″ Ohinter Zingelstraße 2;
Schleswig-Holstein;;Meldorf;;;54° 5′ 20″ N, 9° 4′ 25″ ORoggenstraße 14 a, neben der Sparkasse;
Schleswig-Holstein;;MönkebergKreis Plön;;„Bökerschapp“;54° 20′ 42″ N, 10° 12′ 25″ Oan der Bushaltestelle Dorfstr. 90;
Schleswig-Holstein;;Nettelsee;;Buchhaltestelle Lindenweg, wird auch noch als Bushaltestelle genutzt;54° 10′ 24″ N, 10° 11′ 15″ OLindenweg, Am Ehrenmal;
Schleswig-Holstein;;Neukirchen;;Tauschhaus mit vielen Büchern in einer ehemaligen Betongarage amWohnmobilstellplatz;54° 51′ 58″ N, 8° 43′ 59″ OKirchenweg;
Schleswig-Holstein;;Neumünster;Okt. 2016;"Aapen Böökerschapp, nach einer Idee von Birgitt Jürs vom Förderverein derNiederdeutschen Bühnemit Büchern, Hörbüchern und Musik-CDs ausschließlich inniederdeutscher Sprache; vier Euro Leihgebühr sind an den Förderverein zu entrichten; geöffnet bei allen Veranstaltungen in der NBN-Studio-Bühne[39]";54° 4′ 36″ N, 9° 59′ 19″ OKlosterstraße 12im Empfangsbereich des Theaters;
Schleswig-Holstein;;Neumünster;;VonZonta Internationalorganisiert, Spende zugunsten des Frauenhauses Neumünster willkommen, nur während den Ladenöffnungszeiten zugänglich.;54° 4′ 51″ N, 9° 59′ 42″ OGoethestraße 13, im Foyer vonEDEKAMeyer;
Schleswig-Holstein;;Neumünster;;Wird von der Kirchengemeinde betreut;54° 2′ 55″ N, 10° 1′ 29″ OAn der Erlöserkirche in Neumünster-Gadeland, Am Hang 1;
Schleswig-Holstein;;NorderstedtKreis Segeberg;Mai 2013;private Initiative;53° 42′ 56″ N, 10° 0′ 16″ OGrootkoppelstraße;
Schleswig-Holstein;Büchertausch in Norderstedt;NorderstedtKreis Segeberg;Apr. 2015;Idee engagierter Bürger, betreut durch die Stadtbücherei, zugänglich während der Öffnungszeit der Rathauspassage;53° 42′ 30″ N, 9° 59′ 40″ ORathausallee 50;
Schleswig-Holstein;;NorderstedtKreis Segeberg;Mai 2015;betreut durch ein kommunales Gebrauchtwarenkaufhaus, zugänglich während der Öffnungszeiten des Stadtparks;53° 42′ 46″ N, 10° 1′ 8″ OBücherbox Stadtpark;
Schleswig-Holstein;;Norderstedt-GlashütteKreis Segeberg;;privat betreut;53° 42′ 1″ N, 10° 2′ 50″ OBücherfenster Grüner Weg;
Schleswig-Holstein;;NortorfKreis Rendsburg-Eckernförde;25. März 2022;private Initiative unterstützt durch örtliche SponsorenBücherzelle befindet sich auf Privatgrundstück;54° 10′ 13″ N, 9° 51′ 22″ OJungfernstieg Nortorf;
