region;nr;ausfuehrung;ort;seit;anmerkung;lage
Bayern;;Röthenbach an der Pegnitz;⊙Neue Mitte beim Luitpoldplatz;Telefonzelle;;
Bayern;;Röthenbach bei Sankt Wolfgang;⊙am Ludwigskanal (Höhe Alte Salzstraße);Telefonzelle;;
Bayern;;Schwabach;⊙Königsplatz 29 b;Künstlerisch gestaltetes Büchertausch-Regaltauschmich;Im Foyer der Stadtbibliothek[32][33];
Bayern;;Schwabach;⊙Markgrafenstraße 12, Schwabach;Bücherregal;Regal im Eingangsbereich der Sparkasse im Ortsteil Unterreichenbach;
Bayern;;Schwarzenbach am Wald;⊙Zeppelinstraße, Obergeschoss über dem Landgasthaus Döbraberg;Bücherregal;Im Vorraum der Stadtbücherei, Dienstag 15:00–17:00 Uhr, Donnerstag 15:00–18:30 Uhr[34];
Bayern;;Schwarzenbach an der Saale;⊙Bahnhofstraße, Ecke Hühnergäßchen, beim Bahnübergang;Telefonzelle,Schwarzenbacher Bücherquelle;;
Bayern;;Schweinfurt;⊙Zeughausplatz;Telefonzelle;Zeughaus;
Bayern;;Stein;⊙Nahe Hauptstraße (am Forum);Telefonzelle;Bemalt von der Mittelschule Stein;
Bayern;;Sulzbach am Main;⊙Spessartstraße, gegenüber der Kirche;Bücherschrank;Zugleich Bookcrossing-Zone;
Bayern;;Sulzbach am Main (Ortsteil Dornau);⊙Bushaltestelle in Dornau;Bücherschrank;Zugleich Bookcrossing-Zone;
Bayern;;Sulzfeld am Main;⊙gegenüber vom „Oberen Maintor“;Bücherschrank;;
Bayern;;Tettau;⊙Feuerwehrhaus;Bücherschrank;Täglich von 8 bis 20 Uhr zugänglich;
Bayern;;Theilheim;⊙Bachstraße 17, 97288 Theilheim;Telefonzelle;Die „Theilheimer Bücherzelle“ mit Sitzbank steht gegenüber der Katholischen Öffentlichen Bücherei Theilheim.[35];
Bayern;;Ulsenheim, GemeindeMarkt Nordheim;⊙vor derSt.-Jakob-Kirche;Bücherschrank in einer Telefonzelle;barrierefreier Zugang möglich, in einer ehemaligen Telefonzelle vor der Gemeindeverwaltung Ulsenheim;
Bayern;;Uttenreuth;⊙Erlanger Straße 18 (Bushäuschen direkt vor dem Getränkemarkt);;„Buch-Haltestelle“, initiiert durch Erika Hladky (Bücherschrankpatin), Träger Gemeinde Uttenreuth;
Bayern;;Veitshöchheim;⊙Erwin-Vornberger-Platz (vor dem Rathaus);Bücherbox;Betreut von derBücherei im Bahnhof;
Bayern;;Waldbrunn;⊙Hauptstraße 4 (beim Mehrgenerationenhaus „WABE“ des Vereins „WaBe - Waldbrunner Bürgerengagement“);Bücherschrank;Der Bücherschrank, welchen die Bildmontage von zwei Seiten zeigt, befindet sich in der Nähe von Rathaus und der katholischen Pfarrkirche St. Norbert.[36][37][38];
Bayern;;Weidenberg;⊙Eichendorffring 22 (am Eingang Bürogebäude META-Team);Bücherschrank;Der Bücherschrank wurde initiiert von Kora & Lutz Völkl;
Bayern;;Wendelstein, GemeindeteilGroßschwarzenlohe;⊙Parkstraße 2;Telefonzelle;Die von der Bücherei Wendelstein betreute Bücherzelle mit kleiner Grünanlage und Sitzbänken steht in der Nähe der Bushaltestelle.[39];
Bayern;;Wiesenthau;⊙Hauptstraße 22 (Vorgarten);Rote Telefonzelle;Betreiber: Gemeinde Wiesenthau;
Bayern;;Wörnitz;⊙Georg-Ehnes-Platz 2;Metallschrank(?);"Das Bücherregal befindet sich im Eingangsbereich des Gasthauses Taverna Diaz. Da es zwischen äußerer und innerer Tür angebracht ist, kann man es besuchen, ohne die Gaststube zu betreten.[41]Öffnungszeiten: Dienstag – Freitag: 11.00 – 14.30 Uhr; 17.00 – 23.30 Uhr; Samstag und Sonntag: 11.00 – 23.30 Uhr; Montag: Ruhetag.";
Bayern;;Wörnitz;⊙OrtsteilMittelstetten, Höhe Hausnr. 2;Metallschrank;privat initiiert und betreut;
Bayern;;Würzburg;⊙Eichhornstraße;Metallschrank verglast;Gestiftet von Stadt Würzburg,Main-Post,Koenig & Bauer,Krick-VerlagundVogel Business Mediaals Teil der Aktion „Leseförderung in der Region Würzburg“;
Bayern;;Würzburg;⊙Studentenhaus Würzburg, Foyer der Mensa am Studentenhaus;Bücherregal;Bücherschrank des Studentenwerks Würzburg, im Foyer der Mensa am Studentenhaus. Zugang zum Bücherschrank ist nur während der Öffnungszeiten der Mensa möglich.;
Bayern;;Würzburg-Lengfeld;⊙gegenüber der Kürnachtalhalle, bei der Fußgängerbrücke über die Kürnach;Metallschrank verglast;;
Bayern;;Würzburg-Grombühl;⊙Wagnerplatz/Ecke Matterstockstraße;Metallschrank verglast;zweiter Bücherschrank in Würzburg, finanziert von der „Bürgerstiftung Würzburg und Umgebung“ und der „Zukunftsstiftung Würzburg“[42][43];
Bayern;;Zirndorf;⊙Hinter dem Rathaus, auf dem Partnerschaftsplatz;Bücherschrank;Rund um die Uhr zugänglich, Geschenk der PartnerstadtBourganeuf[44];
Bayern;;Amberg;⊙Georgenstraße 55;Bücherschrank;[45];
Bayern;;Amberg;⊙Am Vilsufer;Bücherschrank;Bücherschrank steht am Vilsufer in Sichtweite der Stadtbrille;
Bayern;;Brennberg;⊙Johannisstraße 13;Bücherschrank;In einem hölzernen Nebengebäude des ehemaligen Spitals;
Bayern;;Cham;⊙Marktplatz;Bücherschrank;Barrierefreier Zugang. Gefördert und betreut von der Stadtbibliothek Cham.[46];
Bayern;;Dietfurt;⊙Rathauspassage;Bücherkiste;Betreut von der Stadtbücherei Dietfurt;
Bayern;;Donaustauf;⊙Vor dem Gebäude der Verwaltungsgemeinschaft Donaustauf;Weiße Telefonzelle;Betreut von der Gemeindebücherei Donaustauf.[47];
Bayern;;Etzenricht;⊙Weidener Str. 24;Bücherwurm Telefonzelle;24 Std. mit Beleuchtung geöffnet;
Bayern;;Frauenzell (Brennberg);⊙Frauenzell 1;Kleines Abteil mit Glastür und Holzregal;In einem Pavillon am Rand des Platzes vor der ehemaligen Klosterkirche Frauenzell;
Bayern;;Friesheim (Gemeinde Barbing);⊙Bushaltestelle am Dorfplatz in der Friesheimer Hauptstraße;Werkstattschrank;Initiative von Christine Kroschinski, Spende eines Schrankes von Heinz Kroschinski, Montage: Xaver Girschick und Heinz Kroschinski, Erstausstattung: Buchhändlerin Michaela Sheppard, Renate Girschick und Christine Kroschinski[48][49];
Bayern;;Heitzenhofen(Gemeinde Duggendorf);⊙Amberger Str. 4;Telefonzelle;Am Parkplatz des Unverpacktladens „Die Nachfüllbar“;
Bayern;;Hemau;⊙Probsteigaßl 1;grauer Metallschrank;;
Bayern;;Lappersdorf;⊙Am Silbergarten 6;Bücherregal;Im Foyer der DAV-Kletterhalle;
Bayern;;Lappersdorf;⊙Am Anger;Dunkelgrau gestrichene Telefonzelle;Am Parkplatz des Kulturzentrums „Aurelium“;
Bayern;;Lupburg;⊙Parsberger Straße, Schulbushaltestelle;Bushäuschen;;
Bayern;;Mühlbach;⊙Auf dem Kirchplatz in der Ortsmitte, neben dem Mühlbach;Holzhaus;Initiiert durch Erika Hladky, umgesetzt mit Hilfe von Bernhard May (Ortssprecher Mühlbach) und Dieter Gebelein (KGM);
Bayern;;Nabburg;⊙Jägerring, Ecke Danziger Weg;weinroter Kühlschrank mit Dach;betreut durch Petra Ferstl;
Bayern;;Neumarkt in der Oberpfalz;⊙In der unteren Marktstraße direkt am unteren Tor;Bücherschrank;;
Bayern;;Neunburg vorm Wald;⊙Stadthalle (Schwarzachtalhalle);Bücherschrank;;
Bayern;;Neutraubling;⊙Marktplatz;Gläserner Pavillon;Stadt Neutraubling[50];
Bayern;;Obertraubling;⊙Regensburger Straße, Bushaltestelle an der Kirche;Metallregal mit Plexiglas, integriert in Buswartehäuschen;Bund für Umwelt und Naturschutz DeutschlandOrtsgruppe Obertraubling[51];
Bayern;;Pielenhofen;⊙Klosterstraße 10, beim ehemaligenKloster Pielenhofen, aktuell Herder-Schule und Kulturzentrum;Telefonzelle;Die Bücherzelle („Tauschbücherei Pielenhofen“) wurde von der Gemeinde Pielenhofen aufgestellt[52][53];
Bayern;;Pyrbaum;⊙im Schlossgraben;Vitrine;Bürgerschaftliches Engagement Schlossgraben (BES);
Bayern;;Regensburg;⊙Seybothstraße 2, im Eingangsbereich der Bibliothek;Bücherregal;Bibliothek derHochschule Regensburg(Mo–Fr 08:00–22:00 Uhr, Sa 09:00–20:00 Uhr), zugleich Bookcrossing-Zone;
Bayern;;Regensburg;⊙Im unteren Foyer der Zentralbibliothek (Ebene 5);Bücherregal;Universität Regensburg, zugleich Bookcrossing-Zone;
Bayern;;Regensburg-Stadtamhof;⊙die Bücherzelle „SeitenWechsel“ des KulTür Regensburg e. V. befindet sich beim Andreasstadel in der Andreasstraße 28;Telefonzelle;Eingerichtet von Studenten derOTH Regensburg[54];
Bayern;;Regensburg;⊙Wahlenstraße 17;Bücherregal;Im Zwischenbereich von Café und PopUp-Workshop-Raum vom Degginger;
Bayern;;Regensburg-Kasernenviertel;⊙Walderdorffstraße 13 b;Telefonzelle;die Bücherzelle vor den Räumlichkeiten des Binary Kitchen e. V. wurde vom Quartiersmanagement Soziale Stadt Innerer Südosten initiiert[55];
Bayern;;Sarching(Gemeinde Barbing);⊙Am Kirchplatz bei der öffentlichen Anschlagtafel der Gemeinde Barbing;Metallaktenschrank;"Initiative: Christa Karl, Christine Kroschinski; Spende: Andreas Gröschl; Montage: Heinz Kroschinski und Andreas Gröschl; Erstbefüllung: Christa Karl und Andreas Gröschl[56][57]";
Bayern;;Schwandorf;⊙Unterer Marktplatz, am Glockenspiel;Bücherschrank;;
Bayern;;Sinzing;⊙Rosenweg;rot gestrichenes Holzhäuschen;Hofeinfahrt Hausnummer 5;
Bayern;;Tegernheim;⊙Kirchstraße 14;Telefonzelle;die von der Gemeindebücherei Tegernheim betreute „Buchhaltestelle“ befindet sich gegenüber vom Haus der Begegnung[58];
Bayern;;Vohenstrauß;⊙Friedrichstraße 12;Bücherregal;Im Eingangsbereich des Café „Friedrich“.;
Bayern;;Weiden (Oberpfalz);⊙Luitpoldstraße 24;rote Telefonzelle;;
Bayern;;Wiesent;⊙Schloßplatz 3;geschlossener Holzschrank;"rechts vor dem Eingang der Regionalstube; betrieben von derKLJBWiesent";
Bayern;;Wörth an der Donau;⊙Kirchplatz 3;Telefonzelle;die vom Büchereiteam der Stadtbücherei betreute Bücherzelle steht direkt im Stadtpark Wörth;
Bayern;;Abensberg;⊙Am Bahnhof;rot gestrichene Telefonzelle;;
Bayern;;Bad Abbach;⊙Vor dem Bürgertreff (Am Markt 20);Holzschrank;Initiiert von Gabriele Baumeister und Uschi Kuntsch[59];
Bayern;;Bad Füssing, GemeindeteilAigen am Inn;⊙Der Bücherschrank der Bücherei Aigen am Inn steht im Dorfgarten am Wagnerweg zwischen der PfarrkircheSt. Stephanund dem Feuerwehrhaus.[60];roter Bücherschrank, den man beidseitig öffnen kann;Finanziert und gefördert von der Gemeinde Bad Füssing und der ILE an Rott und Inn.;
Bayern;;Deggendorf;⊙Rosengasse 19, schräg gegenüber der Stadtbibliothek;Bücherbaum (Baumstamm) mit Glastür und Glasdach;Der vom Kunstverein Deggendorf e. V. und Sponsoren gespendete und von Freiwilligen (Bücherbaumpaten) betreute Bücherbaum wurde am 21. August 2023 vom ursprünglichen Standort Pfleggasse 23 vor der Kunstwerkstatt an die aktuelle Stelle im Kulturviertel versetzt.[61][62][63][64];
Bayern;;Eidsberg;⊙48.8946412.95781In der Bushaltestelle;einfaches offenes Regal im Buswartehäuschen;;
Bayern;;Englmannsberg bei Reisbach;⊙Dingolfinger Str. 94;Bananenkiste;initiiert und betreut von Christian Hubl;
Bayern;;Enzersdorf;Enzersdorf 15⊙;;;
Bayern;;Ergoldsbach, OrtsteilPrinkofen;⊙Regensburger Str. / Ecke Feuerhausstraße, bei der Bushaltestelle;gelbe Telefonzelle;initiiert und betreut von Lydia und Florian GöpfertÖffnungszeiten:im Sommer Mo–Fr 7–20 Uhr, Sa+So 8–20 Uhrim Winter jeweils nur bis 19 Uhr;
Bayern;;Garham bei Hofkirchen (Donau);⊙zwischen Hofmarkstraße 3 und 5;Gondel;die mit finanzieller Hilfe der ILE Klosterwinkel umgebaute Gondel ausPredazzoimSki Center Latemarwird von derHofkirchenerGemeinderätin Petra Söldner betreut[65];
Bayern;;Hausen;Koordinaten fehlen! Hilf mit.gegenüber dem Jugendtreff;extra angefertigtes Holzhäuschen;initiiert von Andreas Busch von den Parteilosen Wählern, gebaut von Bauhof-Chef Tom Donauer[66];
Bayern;;Hausen, OrtsteilGroßmuß;⊙im Gemeinschafts- und Sporthaus[66];Bücherregal;;
Bayern;;Hausen, OrtsteilHerrnwahlthann;⊙bei der Gemeindeanschlagstafel;extra angefertigtes Holzhäuschen;initiiert von Andreas Busch von den Parteilosen Wählern, gebaut von Bauhof-Chef Tom Donauer[66];
Bayern;;Herrngiersdorf, OrtsteilSandsbach;⊙;graue Metallhütte;neben der Infotafel für den Storchenweg, gegenüber dem Sandsbacher Vereinsstadel und links neben dem Pfarrheim an der Schulstraße.;
Bayern;;Hohenthann;⊙Rottenburger Straße / Ecke Gambacher Straße;Gelbe Telefonzelle;Initiiert, aufgestellt und betreut von der Hohenthanner Bürger- und Umweltliste (H-BUL)[67];
Bayern;;Iggensbach;⊙Hauptstraße, vor der Kirche;;;
Bayern;;Kelheim;⊙Wohnmobilstellplatz am Pflegerspitz;weinrot gestrichene Telefonzelle;„Die kleine Bücherei“;
Bayern;;Kelheim;⊙Regensburger Straße 15;Holzschrank mit Glastüren;ist auch alsOffizielle Bookcrossing-Zoneregistriert[68];
Bayern;;Kelheim;Koordinaten fehlen! Hilf mit.Marienplatz;Metallschrank;in Zuständigkeit des Büchereiteams[69];
Bayern;;Metten;⊙Prälatengarten;Metallschrank;Markt Metten;
Bayern;;Mitterfels;⊙Burgstraße 7;Bücherregal;mit Bank vor Wohnhaus;
Bayern;;Neuhaus am Inn;⊙Der rote Bücherschrank („Lesegarten“) steht im Kulturgarten „InnArt“ (Skulpturenpark) nahe der Alten Innbrücke zwischen Schärdinger Straße 1, Innlände und Postgasse.;Bücherschrank;Der Schrank wurde von Josef Sommer initiiert und vom Kulturförderverein der Gemeinde Neuhaus gemeinsam mit dem Mittelzentrum Neuhaus-Schärding als Projekt umgesetzt.[70][71][72];
Bayern;;Niederaichbach;⊙Pfarrer-Häberl-Platz 6;Bücherschrank;im ehemaligen Eingangsbereich des Kindergartens, rund um die Uhr zugänglich[73];
Bayern;;Painten;⊙Marktplatz;graue Telefonzelle;auf dem Marktplatz auf Höhe der Raiffeisenbank, rund um die Uhr zugänglich, Sitzbänke vorhanden[74];
Bayern;;Pfarrkirchen;⊙Marienplatz 1;Bücherschrank;umgebauter Schrank an der historischen Stadtmauer;
Bayern;;Plattling;⊙Ludwigsplatz;Bücherbaum;Bücherbaum in Panda-Form am Ludwigsplatz, nahe der Kreuzung[75];
Bayern;;Rattenberg;⊙Hauptstraße 17, Buswendeplatte beim Feuerwehrhaus / Festplatz;"Büchertauschhütte ""Buchhaltestai""";errichtet von der Gemeinde, gefördert von ILE nord23, Schrankpaten Elena Ilijin und Karsten Diekmann;
Bayern;;Ruhstorf an der Rott;⊙Wasserfeldstraße 4;Bücherschrank;der adaptierte Bauernschrank steht auf Initiative von Ingrid Huber bei der Änderungsschneiderei „Nähstüberl Huber“[76];
Bayern;;Deggendorf,Ortsteil Rettenbach;Angerweg 1⊙;Bücherschrank (Baumstamm);vor dem alten Florianhäusl, neben Sitzbank und Dorfbrunnen;
Bayern;;Saal an der Donau, Ortsteil Mitterfecking;⊙Saaler Straße;Gemauertes Bücherhäuschen;neben einer Bushaltestelle;
Bayern;;Schönau;⊙Baron-Riederer-Straße 18[78];rot gestrichener Verteilerkasten;;
Bayern;;Stephansposching;⊙Deggendorfer Straße 8;Bücherbaum;unter dem Dachvorsprung;
Bayern;;Straubing;⊙Steinweg 56, Eingang „blaue Tür“ und dann links im Erdgeschoss;Bücherregal;Volkshochschule Straubingim Aufenthaltsraum „Café-Treff“, zugänglich während Kursbetrieb, täglich 08:00–21:30 Uhr, barrierefrei, zugleich Bookcrossing-Zone[79];
Bayern;;Viechtach;⊙Mönchshofstraße 3;Bücherbox;an der Pfarr- und Stadtbücherei[80];
Bayern;;Vilshofen an der Donau;⊙Am Pfarramt, Donaugasse 4;Metallschrank;der Schrank wurde von der örtlichen Berufsschule gebaut[81];
Bayern;;Allershausen;⊙Glonnterrassen, Ortsmitte;Telefonzelle;betreut vom Arbeitskreis Bücherei[82][83];
Bayern;;Altötting;⊙Kapuzinerstraße, Ecke Herrenmühlstraße, Stadtbücherei;kleines Bücherschrankerl;ausgemusterte Büchereibücher und Bookcrossingbücher;
Bayern;;Aßling;⊙Obereichhofen, im Wartehäuschen an der Schulbushaltestelle;offene Hütte;;
Bayern;;Baar-Ebenhausen;⊙Ortsteil Baar, Ingolstädter Straße, bei der Bushaltestelle;Telefonzelle;„Bücherheisl“[84];
Bayern;;Baar-Ebenhausen;⊙Ortsteil Ebenhausen, Brückenstraße;Telefonzelle;[84];
Bayern;;Baar-Ebenhausen;⊙Ortsteil Ebenhausen-Werk, Aidmühlstraße;Telefonzelle;[84];
Bayern;;Bad Aibling;⊙Bahnhofstraße;Telefonzelle;betreut vom Förderverein der Stadtbücherei, geöffnet täglich von 6 bis 22 Uhr[85];
Bayern;;Bad Heilbrunn;⊙Wörnerweg 4, im Haus des Gastes;Bücherregal mit Glastüren;Öffnungszeiten?;
Bayern;;Bad Reichenhall;⊙Anton-Winkler-Straße 3a;Bücherregal;Das Offene Bücherregal befindet sich beim Sozialpsychiatrischen Dienst hinter dem gelben Haus in der Tiroler Straße.;
Bayern;;Baldham;⊙Marktplatz;Bücherschrank;[86];
Bayern;;Bad Tölz;⊙beim Klammerweiher, Thomas-Mann-Weg;Bücherhäuschen (Telefonzelle);[87];
Bayern;;Brannenburg;⊙neben dem Eingang von Inntalstraße 33 (Uhrturmgebäude);die Telefonzelle im „Dahoam im Inntal“-Design steht im GemeindeteilSägmühle;realisiert von der Arbeitsgemeinschaft „Bücher“ aus der Anwohnerschaft und der Hausverwaltung Sägmühle.;
Bayern;;Brannenburg;⊙Winzererstraße 5;das Bücher-Tauschregal befindet sich beim Kindergarten St. Michael;initiiert vom Elternbeirat des Kindergartens;
Bayern;;Breitbrunn am Chiemsee;⊙Im Untergeschoss der Grundschule, Ecke Kirchplatz/Gstadter Straße;Stüberl;Das Bücherstüberl ist jederzeit zugänglich.;
Bayern;;Brunnthal;⊙Vor dem Rathaus;Holzhütte;;
Bayern;;Burghausen;⊙Am Bichl in der Altstadt (an der Türe rechts);Bücherschrank;"Bücherschrank im Café am Bichl, Burghausen. Öffnungszeiten: täglich 9 bis 24 Uhr; Mittwoch Ruhetag";
Bayern;;Burghausen;⊙Im Wöhrseebad direkt beim Eingang;Bücherschrank;Bücherschrank im Wöhrseebad, Burghausen, betrieben von der Stadtbibliothek Burghausen. Öffnungszeiten zu den Schwimmzeiten in der warmen Jahreszeit;
Bayern;;Dachau;⊙Max-Mannheimer-Platz, bei der Stadtbücherei;Telefonzelle;;
Bayern;;Dießen am Ammersee;⊙Mühlstraße 6;„BücherBox“ (Telefonzelle);Freundeskreis Ammersee-Windermere und Nachbarschaftshilfe[88];
Bayern;;Dorfen;⊙Am Bahndamm;Glasvitrine;Befestigt am Gartenzaun, täglich rund um die Uhr zugänglich;
Bayern;;Dorfen;⊙Terofalstraße;Bücherregal;Befestigt am Gartenzaun, rund um die Uhr zugänglich;
Bayern;;Eching (Landkreis Freising);⊙Alten- und Service-Zentrum, Bahnhofstraße 4;Bücherschrank;„Der größte Bücherschrank steht in der Bibliothek des Alten- und Service-Zentrums,“[89]bzw. „Bücher-Tauschbörse ASZ-Foyer und Bibliothek“[90];
Bayern;;Eching (Landkreis Freising);⊙Rathaus, Fürholzener Straße 14;Bücherregal;Regal im Foyer des Rathauses[91];
Bayern;;Eching (Landkreis Freising);⊙Gemeindebücherei, Danziger Straße 5 (im katholischen Pfarrzentrum);Bücherregal;Regal in der Gemeindebücherei[92][93];
Bayern;;Eching (Landkreis Freising);⊙Jugendzentrum, Heidestraße 33;Bücherregal;Regal im Jugendzentrum[94];
Bayern;;Eichenau;⊙Bahnhofsvorplatz;Telefonzelle;Betreut vom örtlichen Förderverein für kulturelle Bildung[95];
Bayern;;Eichstätt;⊙Stadtbahnhof, Am Anger 1;Telefonzelle;jederzeit zugänglich;
Bayern;;Eichstätt;⊙Katholische Hochschulgemeinde, Kardinal-Preysing-Platz 3;Bücherschrank;Bücherschrank vonDie Linke.SDSEichstätt und des Umweltreferats des Studentischen Konvents derKatholischen Universität Eichstätt-Ingolstadtals Teil einer Tauschecke;
Bayern;;Eitensheim;⊙Kirchplatz;„Bücherzelle“ (Telefonzelle);jederzeit zugänglich[96];
Bayern;;Feldkirchen;⊙Rathausplatz, bei Rathaus und Gemeindebücherei;Bücherschrank;;
Bayern;;Freilassing;⊙Gewerbegasse 5-6;Bücherschrank (Tortenvitrine);Neben dem Bioladen, rund um die Uhr zugänglich.;
Bayern;;Freising;⊙Bahnhofsvorplatz;Bücherschrank mit Glasböden und -türen;initiiert von den Freisinger GRÜNEN, betreut von Stadtrat Nico Heitz;
Bayern;;Fürstenfeldbruck;⊙Schwabenstraße 11;Telefonzelle;jederzeit zugänglich;
Bayern;;Garching;⊙Am Maibaumplatz;Bücherzelle;gestiftet vom Rotary-Club Garching-Ismaning;
Bayern;;Geisenfeld;⊙Hersbrucker Weg 20;kleiner grüner Holzschrank mit Glastür;initiiert von den Geisenfelder Grünen[97];
Bayern;;Gilching;⊙Am Markt 6, vor dem Café Reis[98];Stahlregal, offene Konstruktion, steht aber unter dem Vordach des Gebäudes;Initiiert von einer Bäckerei;
Bayern;;Grasbrunn, GemeindeteilNeukeferloh;⊙Bürgermeister-Wilhelm-Dresel-Park, Nähe Grünlandstraße 9;grüne Telefonzelle;Inítiiert von der Gemeinde Grasbrunn;
Bayern;;Grassau;⊙Im Kurpark;Holzschrank;;
Bayern;;Großmehring, OrtsteilDemling;⊙Hauptstraße 19, auf dem Vorplatz des Kindergartens[99];Stahlschrank mit Glasscheiben;;
Bayern;;Haar;⊙Münchener Straße 3;Bücherregal;In der Volkshochschule Haar, zugänglich zu deren Öffnungszeiten[100];
Bayern;;Haimhausen;⊙Brunnenfeldstraße 18;schwarz gestrichene Telefonzelle mit eingebauten Regalböden, Typ FEH 78 von der Deutschen Post, Name: Black Box Haimhausen;private Initiative des Anwohnerehepaars, 24/7 geöffnet, deutsche und internationale Literatur, Kinderbücher, Sachbücher, auch Spiele, DVDs, Zeitschriften[101];
Bayern;;Haiming;⊙Eisching 4, 84533 Haiming-Eisching;Bücherzelle;die von einer Familie initiierte „Niedergerner Bücherzelle“ neben einer Sitzbank steht im Ortsteil Eisching direkt an der Straße[102];
